"0","12345","committeehead","AC005","Frank","Sinatra","Moren","CCS","IT","PPPPP","AP4",NULL,"1",NULL,NULL
"1","12345","admin","AC001","System","Admin","S","CCS","CT","P0006","N/A","P0000","1",NULL,NULL
"2","12345","chair","AC002","Chairperson","Chair","A","CCS","CT","P0002","L1","P0002","1",NULL,NULL
"3","12345","qao","AC003","QAO","Lastname","CT","CCS","CT","PPPPP","L1","P0001","1",NULL,NULL
"4","12345","fulltime","AC004","Full-time","Faculty","QMO","CCS","CT","PPPPP","L1","P0003","1",NULL,NULL
"5","12345","parttime","AC005","Part-time","Faculty","N","CCS","IT","PPPPP","L1","P0004","1","1","kirstenmiranda14@gmail.com"
"6","12345","rain","AC001","rain","bautista","so","AVCAS","CT","PPPPP","N/A","P0000","1",NULL,NULL
"7","12345","nikole","AC001","Nikole","Chan","Chan","AVCAS","CT","PPPPP","N/A","P0000","1",NULL,NULL
"8","12345","kirsten","AC001","kirsten","miranda","kirsten","AVCAS","CT","PPPPP","N/A","P0000","1",NULL,NULL
"9","12345","jansen","AC001","jansen","borja","borja","AVCAS","CT","PPPPP","N/A","P0004","1",NULL,NULL
"11","12345","oliver","AC004","oliver","malabanan","o","CCS","CT","PPPPP","L1","P0003","0",NULL,NULL
"1001","12345","flattie0","AC004","Fredericka","Bauldry","Lattie","CCS","IT","PPPPP","AP4","P0000","1","0","flattie0@ucla.edu"
"1002","12345","dwinton1","AC005","Darelle","MacNeilley","Winton","CCS","CT","P0006","N/A","P0002","1","0","dwinton1@tumblr.com"
"1003","12345","rbrimblecombe2","AC005","Rennie","Haslin","Brimblecombe","CCS","ST","P0002","L1","P0001","1","0","rbrimblecombe2@slate.com"
"1004","12345","cabdon3","AC004","Chev","Keetch","Abdon","AVCAS","IT","PPPPP","L1","P0003","1","0","cabdon3@live.com"
"1005","12345","rmaeer4","AC004","Raoul","Vanetti","Maeer","CCS","IT","P0006","N/A","P0004","1","0","rmaeer4@smh.com.au"
"1006","12345","atabram5","AC005","Austine","Marklow","Tabram","CCS","IT","P0006","AP4","P0002","1","0","atabram5@apple.com"
"1007","12345","fgieves6","AC005","Fabian","Sproat","Gieves","CCS","CT","PPPPP","AP4","P0002","1","0","fgieves6@paginegialle.it"
"1008","12345","bpolfer7","AC005","Brianna","Blackster","Polfer","AVCAS","ST","PPPPP","N/A","P0002","1","0","bpolfer7@sphinn.com"
"1009","12345","jspitell8","AC004","Jarrid","Marchiso","Spitell","CCS","ST","P0002","AP4","P0001","1","0","jspitell8@redcross.org"
"1010","12345","hkynastone9","AC004","Harold","Renney","Kynastone","CCS","CT","PPPPP","L1","P0003","1","0","hkynastone9@plala.or.jp"
"1011","12345","ccufflina","AC005","Calla","Gurling","Cufflin","CCS","CT","P0002","L1","P0004","1","0","ccufflina@army.mil"
"1012","12345","mbronotb","AC005","Margo","Ellis","Bronot","AVCAS","CT","P0006","N/A","P0003","1","0","mbronotb@miitbeian.gov.cn"
"1013","12345","srichc","AC004","Sebastian","Dowtry","Rich","CCS","CT","PPPPP","N/A","P0001","1","0","srichc@ucsd.edu"
"1014","12345","bloughrend","AC004","Babette","Janko","Loughren","CCS","CT","P0002","L1","P0001","0","0","bloughrend@geocities.jp"
"1015","12345","dlangelaane","AC004","Dody","Duffil","Langelaan","CCS","IT","P0002","L1","P0003","1","0","dlangelaane@csmonitor.com"
"1016","12345","epyrahf","AC005","Ernst","Baudassi","Pyrah","AVCAS","IT","P0002","N/A","P0003","1","0","epyrahf@census.gov"
"1017","12345","nlatang","AC005","Niles","Jaquin","Latan","CCS","ST","P0002","N/A","P0000","1","0","nlatang@alexa.com"
"1018","12345","jhowlingsh","AC004","Judye","Brophy","Howlings","CCS","IT","P0002","N/A","P0002","1","0","jhowlingsh@google.cn"
"1019","12345","parnaldyi","AC004","Patrice","Berick","Arnaldy","CCS","CT","PPPPP","L1","P0004","1","0","parnaldyi@weather.com"
"1020","12345","dmanbyj","AC004","Denys","Paxton","Manby","AVCAS","ST","P0006","N/A","P0000","1","0","dmanbyj@sbwire.com"
"1021","12345","cmcjarrowk","AC005","Carlin","Reina","McJarrow","CCS","ST","P0006","N/A","P0003","1","0","cmcjarrowk@china.com.cn"
"1022","12345","lpaddelll","AC004","Luciano","Picford","Paddell","CCS","CT","PPPPP","N/A","P0001","1","0","lpaddelll@ucla.edu"
"1023","12345","pgamblinm","AC005","Phip","Hamley","Gamblin","CCS","ST","PPPPP","AP4","P0000","1","0","pgamblinm@livejournal.com"
"1024","12345","nmarkwickn","AC004","Noll","Hornbuckle","Markwick","CCS","CT","P0006","AP4","P0004","1","0","nmarkwickn@hexun.com"
"1025","12345","mhearleo","AC005","Massimiliano","Satterley","Hearle","CCS","ST","P0002","L1","P0002","1","0","mhearleo@zimbio.com"
"1026","12345","wsustinp","AC005","Way","Duerdin","Sustin","CCS","CT","PPPPP","AP4","P0001","1","0","wsustinp@privacy.gov.au"
"1027","12345","agarnamq","AC005","Adriana","Kas","Garnam","CCS","ST","PPPPP","N/A","P0004","1","0","agarnamq@wired.com"
"1028","12345","rbutchartr","AC004","Reagen","Grimme","Butchart","AVCAS","ST","P0002","AP4","P0001","0","0","rbutchartr@mtv.com"
"1029","12345","adouldens","AC004","Anthony","Glendza","Doulden","CCS","ST","PPPPP","AP4","P0002","1","0","adouldens@xrea.com"
"1030","12345","opollittt","AC004","Odell","Marcinkus","Pollitt","CCS","IT","P0002","N/A","P0002","1","0","opollittt@wsj.com"
"1031","12345","hvarndellu","AC005","Halley","Jackson","Varndell","AVCAS","ST","PPPPP","L1","P0002","1","0","hvarndellu@dagondesign.com"
"1032","12345","mwynchv","AC005","Marie-ann","Ellicott","Wynch","CCS","ST","P0006","N/A","P0000","1","0","mwynchv@artisteer.com"
"1033","12345","mtutingw","AC005","Marisa","Vela","Tuting","CCS","ST","P0002","AP4","P0003","1","0","mtutingw@posterous.com"
"1034","12345","cprendivillex","AC004","Claretta","Shadrack","Prendiville","CCS","CT","P0002","AP4","P0002","1","0","cprendivillex@cdbaby.com"
"1035","12345","szannutoy","AC005","Skye","Hane","Zannuto","AVCAS","IT","PPPPP","L1","P0003","1","0","szannutoy@imgur.com"
"1036","12345","lobradanez","AC005","Lonnie","Lorent","O'Bradane","AVCAS","CT","P0006","N/A","P0003","1","0","lobradanez@ftc.gov"
"1037","12345","dblowen10","AC005","Demetris","Pendered","Blowen","CCS","IT","P0006","L1","P0002","1","0","dblowen10@unicef.org"
"1038","12345","pdominguez11","AC004","Pansie","Stihl","Dominguez","CCS","IT","P0006","AP4","P0000","1","0","pdominguez11@businessinsider.com"
"1039","12345","colivo12","AC004","Claudell","Eggins","Olivo","AVCAS","CT","P0002","AP4","P0001","1","0","colivo12@seesaa.net"
"1040","12345","pwheelband13","AC005","Preston","Eason","Wheelband","CCS","ST","P0002","N/A","P0000","1","0","pwheelband13@theatlantic.com"
"1041","12345","kganforth14","AC004","Karmen","Jolin","Ganforth","CCS","IT","P0002","N/A","P0003","1","0","kganforth14@about.me"
"1042","12345","ihanner15","AC004","Ilyse","Haymes","Hanner","CCS","IT","PPPPP","L1","P0000","0","0","ihanner15@constantcontact.com"
"1043","12345","rkubasiewicz16","AC004","Roseline","Challener","Kubasiewicz","CCS","CT","P0002","L1","P0001","1","0","rkubasiewicz16@ihg.com"
"1044","12345","svandenbosch17","AC005","Steffie","Greenlees","Van den Bosch","CCS","CT","P0002","L1","P0003","1","0","svandenbosch17@nih.gov"
"1045","12345","kbuxy18","AC004","Kerr","Brugden","Buxy","AVCAS","CT","P0002","AP4","P0003","1","0","kbuxy18@imdb.com"
"1046","12345","hhallows19","AC004","Hercules","Baude","Hallows","AVCAS","IT","P0002","AP4","P0004","1","0","hhallows19@archive.org"
"1047","12345","lhuston1a","AC005","Lawry","Arbuckle","Huston","CCS","ST","PPPPP","L1","P0003","1","0","lhuston1a@columbia.edu"
"1048","12345","kcady1b","AC005","Kerry","Adamthwaite","Cady","AVCAS","CT","P0006","N/A","P0001","1","0","kcady1b@shutterfly.com"
"1049","12345","bselwyn1c","AC005","Belia","Baxill","Selwyn","CCS","IT","PPPPP","AP4","P0002","1","0","bselwyn1c@mlb.com"
"1050","12345","dcotgrove1d","AC004","Dyanne","Worswick","Cotgrove","CCS","IT","P0006","N/A","P0002","1","0","dcotgrove1d@flavors.me"
"1051","12345","ogoldis1e","AC004","Olivero","Bartomeu","Goldis","AVCAS","ST","P0006","N/A","P0001","1","0","ogoldis1e@fda.gov"
"1052","12345","hdumini1f","AC005","Horten","Woollett","Dumini","AVCAS","ST","PPPPP","AP4","P0000","1","0","hdumini1f@pbs.org"
"1053","12345","rocheltree1g","AC004","Robinet","Grubbe","Ocheltree","AVCAS","ST","P0002","N/A","P0002","1","0","rocheltree1g@cnbc.com"
"1054","12345","acamps1h","AC005","Abbie","De la Zenne","Camps","AVCAS","IT","P0006","L1","P0000","1","0","acamps1h@weebly.com"
"1055","12345","jcomusso1i","AC005","Joyous","Elsmere","Comusso","CCS","CT","P0006","AP4","P0004","1","0","jcomusso1i@latimes.com"
